RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;CALL;CALL;CALL;CALL
RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;CALL;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB
RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;CALL;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB
RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;RAISE3BB;RAISE3BB;RAISE3BB;CALL;FOLD
RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;RAISE3BB;RAISE3BB;CALL;FOLD;FOLD
RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;RAISE3BB;CALL;CALL;CALL;CALL;FOLD;FOLD;FOLD
RAISE3BB;RAISE3BB;CALL;CALL;CALL;CALL;RAISE3BB;CALL;RAISE3BB;RAISE3BB;FOLD;FOLD;FOLD
RAISE3BB;CALL;FOLD;FOLD;FOLD;FOLD;CALL;RAISE3BB;RAISE3BB;RAISE3BB;CALL;FOLD;FOLD
RAISE3BB;CALL;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE3BB;RAISE3BB;RAISE3BB;FOLD;FOLD
RAISE3BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE3BB;RAISE3BB;CALL;FOLD
RAISE3BB;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE3BB;FOLD;FOLD
CALL;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE3BB;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE3BB
